[2020-01-12 13:56:52,626 - INFO] Testing: /home/tanujay/DeepFake/CVPRW2019_Face_Artifacts/demo/dfdc_train_part_48/pskrepsber.mp4
[2020-01-12 13:59:48,605 - INFO] 1 faces are detected.
[2020-01-12 13:59:48,961 - INFO] Frame 239
[2020-01-12 13:59:49,307 - INFO] 1 faces are detected.
[2020-01-12 13:59:49,774 - INFO] Frame 240
[2020-01-12 13:59:50,095 - INFO] 1 faces are detected.
[2020-01-12 13:59:50,532 - INFO] Frame 241
[2020-01-12 13:59:50,850 - INFO] 1 faces are detected.
[2020-01-12 13:59:51,312 - INFO] Frame 242
[2020-01-12 13:59:51,634 - INFO] 1 faces are detected.
[2020-01-12 13:59:52,104 - INFO] Frame 243
[2020-01-12 13:59:52,424 - INFO] 1 faces are detected.
[2020-01-12 13:59:52,856 - INFO] Frame 244
[2020-01-12 13:59:53,235 - INFO] 1 faces are detected.
[2020-01-12 13:59:53,862 - INFO] Frame 245
[2020-01-12 13:59:54,182 - INFO] 1 faces are detected.
[2020-01-12 13:59:54,628 - INFO] Frame 246
[2020-01-12 13:59:54,941 - INFO] 1 faces are detected.
[2020-01-12 13:59:55,294 - INFO] Frame 247
[2020-01-12 13:59:55,611 - INFO] 1 faces are detected.
[2020-01-12 13:59:55,991 - INFO] Frame 248
[2020-01-12 13:59:56,367 - INFO] 1 faces are detected.
[2020-01-12 13:59:57,025 - INFO] Frame 249
[2020-01-12 13:59:57,454 - INFO] 1 faces are detected.
[2020-01-12 13:59:58,011 - INFO] Frame 250
[2020-01-12 13:59:58,403 - INFO] 1 faces are detected.
[2020-01-12 13:59:58,914 - INFO] Frame 251
[2020-01-12 13:59:59,231 - INFO] 1 faces are detected.
[2020-01-12 13:59:59,898 - INFO] Frame 252
[2020-01-12 14:00:00,308 - INFO] 1 faces are detected.
[2020-01-12 14:00:01,220 - INFO] Frame 253
[2020-01-12 14:00:01,656 - INFO] 1 faces are detected.
[2020-01-12 14:00:02,473 - INFO] Frame 254
[2020-01-12 14:00:02,902 - INFO] 1 faces are detected.
[2020-01-12 14:00:03,773 - INFO] Frame 255
[2020-01-12 14:00:04,244 - INFO] 1 faces are detected.
[2020-01-12 14:00:04,972 - INFO] Frame 256
[2020-01-12 14:00:05,323 - INFO] 1 faces are detected.
[2020-01-12 14:00:05,927 - INFO] Frame 257
[2020-01-12 14:00:06,282 - INFO] 1 faces are detected.
[2020-01-12 14:00:06,860 - INFO] Frame 258
[2020-01-12 14:00:07,195 - INFO] 1 faces are detected.
[2020-01-12 14:00:07,593 - INFO] Frame 259
[2020-01-12 14:00:07,910 - INFO] 1 faces are detected.
[2020-01-12 14:00:08,321 - INFO] Frame 260
[2020-01-12 14:00:08,680 - INFO] 1 faces are detected.
[2020-01-12 14:00:09,315 - INFO] Frame 261
[2020-01-12 14:00:09,702 - INFO] 1 faces are detected.
[2020-01-12 14:00:10,215 - INFO] Frame 262
[2020-01-12 14:00:10,542 - INFO] 1 faces are detected.
[2020-01-12 14:00:10,979 - INFO] Frame 263
[2020-01-12 14:00:11,295 - INFO] 1 faces are detected.
[2020-01-12 14:00:11,703 - INFO] Frame 264
[2020-01-12 14:00:12,029 - INFO] 1 faces are detected.
[2020-01-12 14:00:12,395 - INFO] Frame 265
[2020-01-12 14:00:12,712 - INFO] 1 faces are detected.
[2020-01-12 14:00:13,083 - INFO] Frame 266
[2020-01-12 14:00:13,405 - INFO] 1 faces are detected.
[2020-01-12 14:00:13,815 - INFO] Frame 267
[2020-01-12 14:00:14,139 - INFO] 1 faces are detected.
[2020-01-12 14:00:14,581 - INFO] Frame 268
[2020-01-12 14:00:14,913 - INFO] 1 faces are detected.
[2020-01-12 14:00:15,313 - INFO] Frame 269
[2020-01-12 14:00:15,631 - INFO] 1 faces are detected.
[2020-01-12 14:00:16,028 - INFO] Frame 270
[2020-01-12 14:00:16,367 - INFO] 1 faces are detected.
[2020-01-12 14:00:16,763 - INFO] Frame 271
[2020-01-12 14:00:17,085 - INFO] 1 faces are detected.
[2020-01-12 14:00:17,494 - INFO] Frame 272
[2020-01-12 14:00:17,807 - INFO] 1 faces are detected.
[2020-01-12 14:00:18,190 - INFO] Frame 273
[2020-01-12 14:00:18,513 - INFO] 1 faces are detected.
[2020-01-12 14:00:18,944 - INFO] Frame 274
[2020-01-12 14:00:19,272 - INFO] 1 faces are detected.
[2020-01-12 14:00:19,652 - INFO] Frame 275
[2020-01-12 14:00:19,969 - INFO] 1 faces are detected.
[2020-01-12 14:00:20,358 - INFO] Frame 276
[2020-01-12 14:00:20,676 - INFO] 1 faces are detected.
[2020-01-12 14:00:21,065 - INFO] Frame 277
[2020-01-12 14:00:21,381 - INFO] 1 faces are detected.
[2020-01-12 14:00:21,783 - INFO] Frame 278
[2020-01-12 14:00:22,098 - INFO] 1 faces are detected.
[2020-01-12 14:00:22,480 - INFO] Frame 279
[2020-01-12 14:00:22,802 - INFO] 1 faces are detected.
[2020-01-12 14:00:23,194 - INFO] Frame 280
[2020-01-12 14:00:23,516 - INFO] 1 faces are detected.
[2020-01-12 14:00:23,932 - INFO] Frame 281
[2020-01-12 14:00:24,254 - INFO] 1 faces are detected.
[2020-01-12 14:00:24,617 - INFO] Frame 282
[2020-01-12 14:00:24,963 - INFO] 1 faces are detected.
[2020-01-12 14:00:25,433 - INFO] Frame 283
[2020-01-12 14:00:25,755 - INFO] 1 faces are detected.
[2020-01-12 14:00:26,306 - INFO] Frame 284
[2020-01-12 14:00:26,650 - INFO] 1 faces are detected.
[2020-01-12 14:00:27,346 - INFO] Frame 285
[2020-01-12 14:00:27,794 - INFO] 1 faces are detected.
[2020-01-12 14:00:28,475 - INFO] Frame 286
[2020-01-12 14:00:28,825 - INFO] 1 faces are detected.
[2020-01-12 14:00:29,214 - INFO] Frame 287
[2020-01-12 14:00:29,569 - INFO] 1 faces are detected.
[2020-01-12 14:00:29,940 - INFO] Frame 288
[2020-01-12 14:00:30,258 - INFO] 1 faces are detected.
[2020-01-12 14:00:30,632 - INFO] Frame 289
[2020-01-12 14:00:30,958 - INFO] 1 faces are detected.
[2020-01-12 14:00:31,333 - INFO] Frame 290
[2020-01-12 14:00:31,662 - INFO] 1 faces are detected.
[2020-01-12 14:00:32,044 - INFO] Frame 291
[2020-01-12 14:00:32,362 - INFO] 1 faces are detected.
[2020-01-12 14:00:32,713 - INFO] Frame 292
[2020-01-12 14:00:33,036 - INFO] 1 faces are detected.
[2020-01-12 14:00:33,439 - INFO] Frame 293
[2020-01-12 14:00:33,763 - INFO] 1 faces are detected.
[2020-01-12 14:00:34,154 - INFO] Frame 294
[2020-01-12 14:00:34,469 - INFO] 1 faces are detected.
[2020-01-12 14:00:34,835 - INFO] Prob = 0.99830574
[2020-01-12 14:00:34,836 - INFO] Testing: /home/tanujay/DeepFake/CVPRW2019_Face_Artifacts/demo/dfdc_train_part_48/mvhrhcbgwk.mp4
